Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
-0.6536301852524407,-0.3338805639369376,1.6611414545280159,-1.4562594648885268,1
0.1540491615811912,-0.9866268587161036,2.523256318650958,-0.3074111272519379,1
-0.5293718242011126,0.31886573084222836,1.8910387516274672,-0.13028410592360135,1
-0.6743399120943286,0.31886573084222836,-0.29298557081731924,-1.4909416788549141,1
-0.5086620973592246,-0.3338805639369376,1.7760901030777416,-0.6814835778894041,1
-0.9642760878807606,-0.3338805639369376,-0.17803692226759366,-1.3423036189989674,1
0.858179874205383,-0.3338805639369376,-0.6953058407413589,-0.7514673310715789,1
0.5061145178932871,-0.9866268587161036,1.8910387516274672,-0.483299498081475,1
-1.2127928099834164,-0.3338805639369376,-0.23551124654245648,-1.0673232082654658,1
-0.9228566341969846,-0.3338805639369376,0.799026590405074,-1.4847484263609165,1
-0.4051134631497847,-0.9866268587161036,-0.17803692226759366,-0.4312761771318936,1
0.4854047910513991,-0.3338805639369376,0.9714495632296624,-0.20522246110097453,1
-0.21872592157279272,-0.3338805639369376,-0.8102544892910845,0.05117819215053368,1
1.3759230452525828,-0.3338805639369376,0.799026590405074,-0.6084031984602302,1
-1.1713733562996405,-0.3338805639369376,1.603667130253153,-1.594988320754077,1
0.3818561568419591,-0.3338805639369376,1.7186157788028789,-0.5433740472732534,1
-1.3577608978766325,-0.9866268587161036,-0.5228828679167705,-1.480413149615118,1
0.3818561568419591,-0.3338805639369376,1.2013468603291135,0.2276858882294705,1
0.630372878944615,-0.3338805639369376,0.16680902338158313,-0.6746710001460064,1
-1.3163414441928565,-0.3338805639369376,1.7186157788028789,-1.564022058284088,1
-0.9849858147226486,-0.9866268587161036,1.316295508878839,-1.2778937930613905,1
0.4854047910513991,0.31886573084222836,2.0634617244520554,-0.42446359938849604,1
-1.0885344489320885,-0.9866268587161036,-0.7527801650162217,-1.1360683109488412,1
0.05050052737175121,-0.3338805639369376,-0.17803692226759366,0.20910613074747714,1
0.878889601047271,-0.9866268587161036,0.7415522661302112,-0.01447028428584282,1
0.34043670315818314,0.31886573084222836,0.799026590405074,-0.05472642549682841,1
-0.7571788194618806,-0.3338805639369376,0.5116549690307599,-1.5596867815382895,1
-0.9642760878807606,-0.3338805639369376,0.9139752389547996,-1.3311557645097714,1
0.5268242447351751,0.31886573084222836,1.6611414545280159,-0.27892216577954815,1
-0.5293718242011126,-0.9866268587161036,1.2013468603291135,0.14531563005929998,1
1.189535503675591,-0.9866268587161036,1.316295508878839,-0.522316988793661,1
1.003147962098599,-0.9866268587161036,2.6382049672006835,-0.15072183915379403,1
0.29901724947440717,-0.3338805639369376,0.3967063204810343,0.13045182407370529,1
0.5268242447351751,-0.3338805639369376,-0.637831516466496,-0.2002678591057763,1
0.3818561568419591,0.31886573084222836,0.3967063204810343,-0.6963473838749987,1
-1.2335025368253045,-0.3338805639369376,1.6611414545280159,-1.098289470735455,1
-1.4820192589279604,0.31886573084222836,2.6956792914755465,-1.3051441040349807,1
-0.5707912778848886,1.6243583204005603,0.051860374831857535,0.012780026687747425,1
